Province id,StateID,albanian,arab,belarusian,bulgarian,chinese,czech,estonian,finnish,french,german,greek,hungarian,english,italian,japanese,latvian,lithuanian,polish,romanian,russian,swedish,turkish,ukrainian,yugoslav,spanish,portuguese,dutch,hindi,danish,norwegian
10263,673,Makassar,Makasar,Makasar,Makasar,Wangjiaxi,Makasar,Makassar,Makassar,Makassar,Makassar,Makasar,Makassar,Makassar,Makassar,Makassaru,Makasara,Makasaras,Makasar,Makassar,Makasar,Makassar,Makassar,Makasar,Makassar,Macasar,Macáçar,Makassar,,,
10265,327,Manila,Manila,Nil,Manila,Pulilu,Manila,Manila,Manila,Manille,Manila,Manila,Manila,Manila,Manila,Manira,Manila,Manila,Manila,Manila,Manila,Manila,Manila,Manila,Manila,Manila,Manila,Manilla,,,
10278,423,Madras,Tshinay,Cenai,Chenay,Jinnai,Čennaí,Chennai,Chennai,Madras,Chennai,Tsennai,Csennai,Madras,Chennai,Chen'nai,Čennai,Čenajus,Ćennaj,Chennai,Chennai,Chennai,Chennai,Chennayi,Chennai,Chennai,Chenai,Madras,,,
10297,336,Kuala Lumpur,Kualalambur,Kuala-lumpur,Kuala lumpur,Jilongpo,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Koyala Loyboyr,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuararunpūru,Kualalumpura,Kvala Lumpūras,Kuala Lumpur,Kuala Lumpur,Kuala-Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala-lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Lumpur,Kuala Loempoer,,,
10312,583,Kustanay,Qawiun,Castanay,Kostanay,Kusitanai,Kostanaj,Kostanaj,Qostanay,Kostanaï,Qostanai,Kostanai,Kosztanaj,Kustanay,Qostanay,Kosutanai,Kustanay,Kostanajus,Kustanaj,Qostanaı,Kostanay,Qostanaj,Kostanay,Kostanaj,Kustanay,Kostanái,Qostanay,Qostanay,,,
10329,573,Zlatoust,Zalatuwst,Zlatvust,Zlatoust,Zilatuowusite,Zlatoust,Zlatoust,Zlatoust,Zlatooust,Zatau,Zlatooyst,Zlatouszt,Zlatoust,Zlatoust,Zuratoūsuto,Zlatousta,Zlatoustas,Złatoust,Zlatoust,Zlatoust,Zlatoust,Zlatoust,Zlatoust,Zlatoust,Zlatoúst,Zlatoust,Zlato-oest,,,
10337,375,Houston,Hiustun,Hyustan,Hyustan,Xiusidun,Houston,Houston,Houston,Houston,Houston,Chioyston,Houston,Houston,Houston,Hyūsuton,Hjūstona,Hiustonas,Houston,Houston,H'juston,Houston,Houston,Khjuston,Housto,Houston,Houston,Houston,,,
10362,300,Montevideo,Muntifidiu,Mantevidea,Montevideo,Mengdeweideya,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montebideo,Montevideo,Montevidejas,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevideo,Montevidéu,Montevideo,,,
10367,615,Attu Island,Jazirat atu,Scisk,Attu,Atudao,Attu,Attu,Attu,Attu,Attu,Attu Island,Attu Island,Attu Island,Attu Island,Attsu-jima,Attu Island,Attu Island,Attu,Attu Island,Attu,Att,Attu Adası,Attu,Attu Island,Isla Attu,Ilha Attu,Attoe,,,
10370,373,Springfield,Sbringhifild,Sprynhfild,Springfiyld,Sipulinfeierde,Springfield,Springfield,Springfield,Springfield,Springfield,Springkfilnt,Springfield,Springfield,Springfield,Supuringufīrudo,Springfield,Springfildas,Springfield,Springfield,Springfild,Springfield,Springfield,Sprynhfild,Springfield,Springfield,Springfield,Springfield,,,
10400,275,Pretoria,Briturya,Pretoryja,Pretoriya,Biletuoliya,Pretorie,Pretoria,Pretoria,Pretoria,Pretoria,Pretoria,Pretoria,Pretoria,Pretoria,Puretoria,Pretorija,Pretorija,Pretoria,Pretoria,Pretorija,Pretoria,Pretoria,Pretorija,Pretoria,Pretoria,Pretória,Pretoria,,,
10404,599,Guilin,Ghuilin,Guilin,Gueylin,Guilin,Kuej-lin,Guilin Shi,Guilin,Guilin,Guilin,Guilin,Kujlin,Guilin,Guilin,Keirinshi,Guilin,Guilinas,Guilin,Guilin,Gujlin',Guilin,Guilin,Gujlin,Guilin,Guilin,Guilin,Guilin,,,
10412,362,Richmond,Ritshimund,Rycmand,Richmand,Lishiman,Richmond,Richmond,Richmond,Richmond,Richmond,Ritsmont,Richmond,Richmond,Richmond,Ritchimondo,Richmond,Ričmondas,Richmond,Richmond,Richmond,Richmond,Richmond,Rychmond,Richmond,Richmond,Richmond,Richmond,,,
10433,328,Harbin,Harbank,Harbin,Harbin,Ha'erbin,Charbin,Harbin,Harbin,Harbin,Harbin,Charbin,Harbin,Harbin,Harbin,Harubin-shi,Harbina,Charbinas,Harbin,Harbin,Harbin,Harbin,Harbin,Kharbin,Harbin,Harbin,Harbin,Harbin,,,
10438,289,Nakhon Ratchasima,Alazafir,Nakhon ratchasima,Nakhon ratchasima,Nakonglechashima,Nakhon Ratčasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakon Ratsasima,Nakhonratcsaszima,Nakhon Ratchasima,Nakhon Ratchasima,Nakonrachashima,Nakhon Ratchasima,Nakhonratčasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhonratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakkhonratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,Nakhon Ratchasima,,,
10444,536,Sapporo,Sabwrw,Kvalifikacyjny,Saporo,Zhahuang,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Szapporo,Sapporo,Sapporo,Sahhoroshi,Saporo,Saporas,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,Sapporo,,,
10447,502,Porto Alegre,Burtu alighri,Porto alegra,Porto alegri,Aleigeligang,Porto Alegre,Porto Alegre,Porto Alegre,Porto Alegre,Porto Alegre,Porto Alegkre,Porto Alegre,Porto Alegre,Porto Alegre,Poruto aregure,Portualegri,Porto Alegre,Porto Alegre,Porto Alegre,Portu-Alegri,Porto Alegre,Porto Alegre,Portu-alehri,Porto Alegre,Porto Alegre,Porto Alegre,Porto Alegre,,,
10472,354,Kars,Qaris,Kars,Kars,Qia'ersi,Kars,Kars,Kars,Kars,Kars,Kars,Kars,Kars,Kars,Karusu,Karsa,Karsas,Kars,Kars,Kars,Kars,Kars,Kars,Kars,Kars,Cars,Kars,,,
10488,405,Qo`qon,Mutatawir,Parepannie,Kokand,Haohan,Kokand,Qo`qon,Kokand,Kokand,Qo`qon,Qo`qon,Kokand,Kokand,Kokand,Kokando,Qo`qon,Kokandas,Kokand,Kokand,Kokand,Kokand,Hokand,Kokand,Qo`qon,Kokand,Cocande,Kokand,,,
10493,12,Valmiera,Falmira,Valmijera,Valmiera,Wa'ermiyela,Valmiera,Valmiera,Valmiera,Valmiera,Wolmar,Valmiera,Valmiera,Valmiera,Wolmar,Vuarumiera,Valmiera,Valmiera,Valmiera,Valmiera,Volodimirec,Valmiera,Valmiera,Valmiyera,Valmiera,Valmiera,Valmiera,Valmiera,,,
10497,352,Sêrt,Saerad,Siirt,Siirt,Xierte,Siirt,Sêrt,Sêrt,Siirt,Siirt,Syrti,Sêrt,Sêrt,Siirt,Suiiruto,Sêrt,Sirtas,Siirt,Siirt,Siirt,Sêrt,Siirt,Siyirt,Sêrt,Siirt,Siirt,Siirt,,,
10513,501,São Paulo,Saw bawlu,San-paulu,Sao paulo,Shengbaoluo,São Paulo,São Paulo,São Paulo,São Paulo,São Paulo,Sao Paolo,São Paulo,Sao Paulo,San Paolo,Sanpauro,Sanpaulu,San Paulas,São Paulo,São Paulo,San-Paulu,São Paulo,São Paulo,San-paulu,São Paulo,São Paulo,São Paulo,São Paulo,,,
10627,329,Këzëlli,Kizil,Cyrvony,Kizil,Kezile,Kyzyl,Kõzõl,Kyzyl,Kyzyl,Kysyl,Kizil,Kizil,Kyzyl,Kyzyl,Kuzuru,Kizila,Kyzylas,Kyzył,Kîzîl,Kyzyl,Kyzyl,Kızıl,Kyzyl,Kizil,Kizil,Quizil,Kyzyl,,,
10641,574,Gjokuskaj,Yakutisk,Jakuck,Yakutsk,Yakucike,Jakutsk,Jakutsk,Jakutsk,Iakoutsk,Jakutsk,Giakoytsk,Jakutszk,Yakutsk,Jakutsk,Yakūtsuku,Jakutska,Jakutskas,Jakuck,Iakutsk,Yakutsk,Jakutsk,Yakutsk,Jakutsk,Jakutsk,Yakutsk,Iacutusque,Jakoetsk,,,
10671,405,Samerkandi,Samarqand,Samarkand,Samarkand,Samaerhan,Samarkand,Samarkand,Samarkand,Samarcande,Samarqand,Samarkandi,Szamarkand,Samarkand,Samarcanda,Samarukando,Samarkanda,Samarkandas,Samarkanda,Samarkand,Samarkand,Samarkand,Semerkant,Samarkand,Samarkand,Samarcanda,Samarcanda,Samarkand,,,
10696,571,Omsk,Uwmisk,Omust,Omsk,Emusike,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,Omszk,Omsk,Omsk,Omusuku,Omska,Omskas,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,Omsk,,,
10717,373,Kansas City,Madinat kansas,Kanzas-sici,Kansas city,Kansasicheng,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kanzasushiti,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas City,Kansas city,Kansas City,Kansas City,Kansas City,Kansas Stad,,,
10730,485,Akapulko,Akabulku,Acapulca,Akapulko,Aqiapu'erke,Acapulco,Acapulco,Acapulco,Acapulco,Acapulco,Akapoylko,Acapulco,Acapulco,Acapulco,Akapuruko,Akapulko,Akapulkas,Acapulco,Acapulc,Akapul'ko,Acapulco,Acapulco,Akapulko,Acapulco,Acapulco de Juárez,Acapulco,Acapulco,,,
10737,267,Kabuli,Kabil,Kabul,Kabul,Kabu'er,Kábul,Kabul,Kabul,Kaboul,Kabul,Kaboyl,Kabul,Kabul,Kabul,Kāburu,Kabula,Kabulas,Kabul,Kabul,Kabul,Kabul,Kâbil,Kabul,Kabul,Kabul,Cabul,Kaboel,,,
10747,306,Bogotá,Bwghwta,Bahaty,Bogota,Bogeda,Bogotá,Bogotá,Bogotá,Bogota,Bogotá,Bogkota,Bogotá,Bogota,Bogotà,Bogota,Bogota,Bogota,Bogota,Bogotá,Bogota,Bogotá,Bogotá,Bohota,Bogotá,Bogotá,Bogotá,Bogota,,,
10760,294,Maskat,Masqat,Maska,Maskat,Masikate,Maskat,Masqaţ,Masqat,Mascate,Maskat,Moyskat,Maszkat,Muscat,Mascate,Masukatto,Maskata,Maskatas,Maskat,Muscat,Maskat,Muskat,Maskat,Maskat,Muskat,Mascate,Mascate,Moescat,,,
10765,483,Hermosillo,Aruzyu sunura,Hermosillo,Ermosilyo,Aimoxiyue,Hermosillo,Hermosillo,Hermosillo,Hermosillo,Hermosillo,Ermosigio,Hermosillo,Hermosillo,Hermosillo,Erumoshījo,Ermosiljo,Hermosiljas,Hermosillo,Hermosill,Ermosil'o,Hermosillo,Hermosillo,Ermosijo,Hermosillo,Hermosillo,Hermosillo,Hermosillo,,,
10769,480,Reynosa,Rynwsa,Reynosa,Reynosa,Leinuosa,Reynosa,Reynosa,Reynosa,Reynosa,Reynosa,Reinosa,Reynosa,Reynosa,Reynosa,Reinosa,Reynosa,Reinosa,Reynosa,Reynosa,Rejnosa,Reynosa,Reynosa,Reynosa,Reynosa,Reynosa,Reynosa,Reynosa,,,
10782,410,Iransahr,,,,Yilanshahe'er,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,Iransahr,,Iransahr,Iransahr,Iransahr,Iransahr,,,
10803,779,Abixhan,Abidjan,Abidjan,Abidzhan,Abirang,Abidžan,Abidjan,Abidjan,Abidjan,Abidjan,Abitzan,Abidjan,Abidjan,Abidjan,Abijan,Abidžana,Abidžanas,Abidżan,Abidjan,Abidzhan,Abidjan,Abidjan,Abidzhan,Abidjan,Abiyán,Abidjã,Abidjan,,,
10830,482,Chihuahua,Shiuawa,Cychuachua,Chihuahua,Qiwawa,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,Chiwawa,Chihuahua,Čihuahua,Chihuahua,Chihuahua,Chiuaua,Chihuahua,Chihuahua,Chiuaua,Chihuahua,Chihuahua,Chihuahua,Chihuahua,,,
10833,269,Berbera,Barbara,Berbera,Berbera,Baipeila,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berubera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,Berbera,,,
10836,778,Uagadugu,Wajadadad,Ooting,Uagadugu,Wajiadugu,Ouagadougou,Ouagadougou,Ouagadougou,Ouagadougou,Ouagadougou,Oyagkantoygkoy,Ouagadougou,Ouagadougou,Ouagadougou,Wagadougū,Vagadugu,Uagadugu,Wagadugu,Ouagadougou,Uagadugu,Ouagadougou,Ouagadougou,Uahaduhu,Ouagadougou,Uagadugú,Uagadugu,Ouagadougou,,,
10837,266,Teherani,Tahran,Tehieran,Teheran,Deheilan,Teherán,Teheran,Teheran,Téhéran,Teheran,Techerani,Teherán,Tehran,Teheran,Teheran,Teherāna,Teheranas,Teheran,Teheran,Tegeran,Teheran,Tahran,Teheran,Teheran,Teherán,Teerã,Teheran,,,
10840,293,Sana,Sanea,Za pamiatac,Sana,Sana,San'á,Sanaa,Sanaa,Sanaa,Sanaa,Sanaa,Szanaa,Sana'a,Sana'a,Sanā,Sana,Sana,Sana,Sana'a,Sana,Sanaa,San'a,Sana,Sana,Saná,Saná,Sanaa,,,
10856,601,Chamdo,Qamdu,U cem,Qamdo,Changdu,Chamdo,Chamdo,Qamdo,Chamdo,Qamdo,Chamdo,Chamdo,Chamdo,Prefettura di Qamdo,Chamudo ichi,Chamdo,Čamdo prefektūra,Qamdo,Chamdo,Chamdo,Chamdo,Qamdo,Chamdo,Chamdo,Chamdo,Chamdo,Chamdo,,,
10862,274,Akra,Akran,Ryzy,Akra,Akela,Akkra,Accra,Accra,Accra,Accra,Akkra,Accra,Accra,Accra,Akura,Akra,Akra,Akra,Accra,Akkra,Accra,Akra,Akkra,Accra,Acra,Acra,Accra,,,
10879,488,Ciudad Guayana,Cudhd gyana,Horad guayana,Siudad guayana,Guiyanacheng,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Shiudāguayana,Ciudad Guayana,Siudad Guajana,Ciudad Guayana,Ciudad Guayana,S'judad-Guajana,Ciudad Guayana,Ciudad Guayana,Sjudad-huajana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,Ciudad Guayana,,,
10886,313,Guatemala,Ghuatimala,Hvatemala,Gvatemala,Weidimala,Guatemala,Guatemala,Guatemala,Guatemala,Guatemala,Goyatemala,Guatemala,Guatemala,Guatemala,Guatemara,Gvatemala,Gvatemala,Gwatemala,Guatemala,Gvatemala,Guatemala,Guatemala,Hvatemala,Gvatemala,Guatemala,Guatemala,Guatemala,,,
10887,440,Lahore,Lahur,Lachar,Lahor,Lahe'er,Láhaur,Lahore,Lahore,Lahore,Lahore,Lachori,Lahor,Lahore,Lahore,Rahōru,Lahora,Lahoras,Lahaur,Lahore,Lahor,Lahore,Lahor,Lakhor,Lahore,Lahore,Laore,Lahore,,,
10889,476,Coatzacoalcos,Kuatzakualkus,Coatzacoalcos,Koatsakoalkos,Kuachakua'erkesi,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Koatsuakoarukosu,Coatzacoalcos,Koacakoalkosas,Coatzacoalcos,Coatzacoalcos,Koatsakoal'kos,Coatzacoalcos,Coatzacoalcos,Koatsakoalkos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,Coatzacoalcos,,,
10895,481,Mazatlán,Mazatlan,Macatlan,Masatlan,Masatelan,Mazatlán,Mazatlán,Mazatlán,Mazatlán,Mazatlán,Mazatlan,Mazatlán,Mazatlán,Mazatlán,Masatoran,Mazatlán,Masatlanas,Mazatlán,Mazatlán,Masatlan,Mazatlán,Mazatlán,Masatlan,Mazatlán,Mazatlán,Mazatlán,Mazatlán,,,
10906,309,Paramaribo,Baramaribu,Parny,Paramaribo,Palamalibo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribas,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,Paramarybo,Paramaribo,Paramaribo,Paramaribo,Paramaribo,,,
10913,414,Kerman,Karman,Kierman,Kerman,Ke'erman,Kermán,Kerman,Kerman,Kerman,Kerman,Kerman,Kermán,Kerman,Kerman,Kerumān,Kerman,Kermanas,Kerman,Kerman,Kerman,Kerman,Kirman,Kerman,Kerman,Kermán,Carmânia,Kerman,,,
10919,776,Port i ri,Mina' jadid,Novy port,Novo pristanishte,Xin gangkou,Nový přístav,Uus sadam,Uusi portti,Nouveau port,Neuer-Hafen,Néo limáni,Új kikötő,New-Port,Porto-Nuovo,Atarashī pōto,Jauna osta,Naujas uostas,Nowy port,Port nou,Novyy port,Ny hamn,Yeni bağlantı noktası,Novyy port,Nova luka,Nuevo puerto,Nova porta,Nieuwe haven,,,
10929,545,Salisbury,Salizburi,Hola,Solsbari,Suo'erziboli,Salisbury,Salisbury,Salisbury,Salisbury,Salisbury,Solsberi,Salisbury,Salisbury,Salisbury,Sōruzuberī,Solsberija,Solsberis,Salisbury,Salisbury,Solsberi,Salisbury,Salisbury,Solsberi,Salisbury,Salisbury,Salisbury,Salisbury,,,
10946,499,Salvador,Salfadur,Salvador,Salvador,Sa'erwaduo,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,Sarubadōru,Salvadora,Salvador,Salvador,Salvador,Sal'vador,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,Salvador,,,
10966,540,Nova Lisboa,Humbu,Ugra,Uambo,Wanbo,Huambo,Huambo,Huambo,Huambo,Huambo,Choyabo,Huambo,Nova Lisboa,Huambo,Uanbo,Nova Lisboa,Huambas,Huambo,Huambo,Uambo,Huambo,Nova Lisboa,Uambo,Huambo,Huambo,Huambo,Huambo,,,
10980,500,Rio de Zhaneiro,Riu di janiru,Rya-de-zanejra,Rio de zhaneyro,Liyu'ereneilu,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Rio nte Tzaneiro,Rio de Janeiro,Rio de Janeiro,Rio de Janeiro,Riodejaneiro,Riodežaneiro,Rio de Žaneiras,Rio de Janeiro,Rio de Janeiro,Rio-de-Zhanejro,Rio de Janeiro,Rio de Janeiro,Rio-de-zhanejro,Rio de Janeiro,Río de Janeiro,Rio de Janeiro,Rio de Janeiro,,,
10999,496,Vila Velha,Fila falya,Staraja vioska,Vila velya,Weiliyazhen,Vila Velha,Vila Velha,Vila Velha,Vila Velha,Vila Velha,Vila Velia,Vila Velha,Vila Velha,Vila Velha,Vuira vuērya,Vila Velha,Vila Velja,Vila Velha,Vila Velha,Vila-Vel'ja,Vila Velha,Vila Velha,Vila velha,Vila Velha,Vila Velha,Vila Velha,Vila Velha,,,
11050,144,Tromsø,Trumsu,Tromsio,Tromsyo,Teluomuse,Tromsø,Tromsø vald,Tromssa,Tromsø,Tromsø,Troymse,Tromsø község,Tromsø,Tromsø,Tromsø.,Trumses komūna,Trumse,Tromsø,Tromsø,Tromse,Tromsø kommun,Tromsø,Tromse,Tromsø,Tromsø,Tronso,Tromsø,,,
11064,120,Scapa Flow,Skaba falw,Patok scapa,Skapa flou,Siqiapawan,Scapa Flow,Scapa Flow,Scapa Flow,Querquebaye,Abflusstadt,Skapa Flooy,Scapa Flow,Scapa Flow,Scapa Flow,Sukapa furō,Scapa Flow,Scapa Flow,Scapa Flow,Scapa Flow,Skapa-Flou,Scapa Flow,Scapa Flow,Skapa-flou,Scapa Flow,Scapa Flow,Scapa Flow,Scapa Flow,,,
11105,111,Helsinki,Hilsinki,Chielsinki,Helzinki,He'erxinji,Helsinky,Helsingi,Helsinki,Helsinki,Helsinki,Elsinki,Helsinki,Helsinki,Helsinki,Herushinki,Helsinki,Helsinkis,Helsinki,Helsinki,Hel'sinki,Helsingfors,Helsinki,Helsinki,Helsinki,Helsinki,Helsínquia,Helsinki,,,
11114,140,Karlstad,Karlistad,Karlstad,Karlstad,Qia'ersitade,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstant,Karlstad,Karlstad,Karlstad,Kārusutādo,Kārlstade,Karlstadas,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,Karlstad,,,
11127,13,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Uezenbāgu,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Rakvere,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,Wesenberg,,,
11159,216,Petrozavodsk,Bitruzufudisk,Pietrazavodsk,Petrozavodsk,Bideluozhawocike,Petrozavodsk,Petroskoi,Petroskoi,Petrozavodsk,Petrostadt,Petrozavontsk,Petrozavodszk,Petrozavodsk,Petrozavodsk,Petorozavuōtsuku,Petrozavodska,Petrozavodskas,Pietrozawodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,Petrozavodsk,,,
11202,209,Pskov,Bisukuf,Pskou,Pskov,Pusikefu,Pskov,Pihkva,Pihkova,Pskov,Pleskau,Pskof,Pszkov,Pskov,Pskov,Pusukofu,Pleskava,Pskovas,Psków,Pskov,Pskov,Pskov,Pskov,Pskov,Pskov,Pskov,Pskov,Pskov,,,
11215,138,Karlskrona,Karliskruna,Carlskrun,Karlskruna,Qia'ersikeluna,Karlskrona,Karlskrona,Karlskrona,Karlskrona,Karlskrona,Karlskroyna,Karlskrona,Karlskrona,Karlskrona,Kārusukurūna,Karlskrūna,Karlskruna,Karlskrona,Karlskrona,Karlskruna,Karlskrona,Karlskrona,Karlskruna,Karlskrona,Karlskrona,Karlskrona,Karlskrona,,,
11218,133,Dumfries,Dumfries,Damfrys,Damfriys,Dengfulisi,Dumfries,Dumfries,Dumfries,Dombris,Zaunfries,Dumfries,Dumfries,Dumfries,Dumfries,Danfurīzu,Dumfries,Damfrisas,Dumfries,Dumfries,Damfris,Dumfries,Dumfries,Damfris,Dumfries,Dumfries,Dumfries,Dumfries,,,
11225,251,Kuibyshev,Kuibyschew,Kuybashau,Kuybishev,Gubixuefu,Kujbyšev,Kuibyshev,Kuibyšev,Kouïbychev,Kübßstadt,Kuibyshev,Kujbisev,Kuibyshev,Kujbyšev,Kuibishefu,Kuibyshev,Kuibyševas,Kujbyszew,Kuibyshev,Kuybyshev,Kuybyshev,Kuibyshev,Kujbyshev,Kuibyshev,Kúibyshev,Kuibyshev,Koejbysjev,,,
11234,210,Velikiye Luki,Filikyi luki,Vialikija luki,Veliki luki,Daluji,Velikije Luki,Velikije Luki,Velikije Luki,Velikié Louki,Walken,Velikiye Luki,Velikiye Luki,Velikiye Luki,Velikie Luki,Vuerīkie rūki,Veļikije Luki,Didieji Lukai,Wielkie Łuki,Velikie Luki,Velikiye Luki,Velikije Luki,Velikiye Luki,Velyki luky,Velikije Luki,Velíkiye Luki,Velikiye Luki,Velikieje Loeki,,,
11241,207,Vitebsk,Fitibisk,Viciebsk,Vitebsk,Weijiebusike,Vitebsk,Viciebsk,Vitsebsk,Vitebsk,Weißenbau,Vitsebsk,Vicebszk,Vitebsk,Vicebsk,Vuītsuepusuku,Vitebska,Vitebskas,Witebsk,Vitebsk,Vitebsk,Vitsebsk,Vitsebsk,Vitebsk,Vicebsk,Vítebsk,Vitebsk,Vitebsk,,,
11248,254,Ryazan,Riazan,Hadoulia,Ryazan,Liangzan,Rjazaň,Rjazan,Rjazan,Riazan,Rayzenvich,Riazan,Rjazany,Ryazan,Rjazan',Ryazan,Rjazaņa,Riazane,Riazań,Reazan,Ryazan,Rjazan,Ryazan,Rjazan,Rjazanj,Riazán,Riazã,Rjazan,,,
11279,129,Lester,Listar,Lvou,Lestar,Laisite,Leicester,Leicester,Leicester,Loicêtre,Leukaster,Lester,Leicester,Leicester,Leicester,Resutā,Lestera,Lesteris,Leicester,Leicester,Lester,Leicester,Leicester,Lester,Leicester,Leicester,Leicester,Leicester,,,
11293,113,Dublini,Dublin,Publin,Dablin,Dubailin,Dublin,Dublin,Dublin,Dublin,Düblen,Doyvlino,Dublin,Dublin,Dublino,Daburin,Dublina,Dublinas,Dublin,Dublin,Dublin,Dublin,Dublin,Dublin,Dublin,Dublín,Dublin,Dublin,,,
11297,130,Hull,Qaea,Korpus,Hal,He'er,Hull,Hull,Hull,Bouréal,Hull,Hull,Hull,Hull,Hull,Haru,Hull,Hull,Hull,Hull,Hall,Hull,Hull,Khall,Hull,Hull,Hull,Hull,,,
11301,97,Bialystok,Byawistuk,Bielastok,Byalistok,Biyaweisituoke,Bělostok,Białystok,Białystok,Białystok,Bjelostock,Biaoyistok,Białystok,Białystok,Białystok,Byauisutoku,Bjalistoka,Balstoge,Białystok,Białystok,Belostok,Białystok,Białystok,Bilostok,Białystok,Białystok,Białystok,Białystok,,,
11305,61,Lybeku,Lubik,Unbby,Lyubek,Lubeike,Lübeck,Lübeck,Lyypekki,Lubeck,Lübeck,Lybek,Lübeck,Lübeck,Lubecca,Ryūbekku,Libeka,Liubekas,Lubeka,Lübeck,Ljubek,Lübeck,Lübeck,Ljubek,Lübeck,Lübeck,Lübeck,Lubeck,,,
11312,11,Marijampole,Maryambulah,Maryjampalie,Mariyampole,Maliyangbolie,Marijampole,Marijampole,Marijampole,Marijampole,Mariampol,Marigiabole,Marijampole,Marijampole,Marijampole,Mariyanpore,Marijampole,Marijampole,Mariampol,Marijampole,Mariampol,Marijampole,Marijampole,Marijampole,Marijampole,Marijampole,Marijampole,Marijampole,,,
11313,204,Salihorsk,Salihursk,Salihorsk,Soligorsk,Suolige'ersike,Salihorsk,Salihorsk,Salihorsk,Salihorsk,Sluzk,Salihorsk,Szalihorszk,Salihorsk,Salihorsk,Sarihorusuku,Saļihorska,Salihorskas,Soligorsk,Salihorsk,Soligorsk,Salihorsk,Salihorsk,Solihorsk,Saligorsk,Saligorsk,Salihorsk,Salihorsk,,,
11332,131,Cockermouth,Cockermouth,Piekamut,Cockermouth,Kekemaosi,Cockermouth,Cockermouth,Cockermouth,Bonaparteville,Karlugwal,Cockermouth,Cockermouth,Cockermouth,Cockermouth,Kokkāmasu,Cockermouth,Cockermouth,Cockermouth,Cockermouth,,Cockermouth,Cockermouth,Cockermouth,Cockermouth,Cockermouth,Cockermouth,Cockermouth,,,
